date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:10:17	93675/93675	---MC-	200	added ('OK')	application/javascript	etag:W/%2260089543-16deb%22	https://tam-shellshock.swell.cl/js/vue/vue.min.2.6.10.js	C:/Users/Maaz/Desktop/https___tam-shellshock.swell.cl/tam-shellshock.swell.cl/js/vue/vue.min.2.6.10.js	(from https://tam-shellshock.swell.cl/)
00:10:17	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:%2260089540-47e%22	https://tam-shellshock.swell.cl/favicon.ico	C:/Users/Maaz/Desktop/https___tam-shellshock.swell.cl/tam-shellshock.swell.cl/favicon.ico	(from https://tam-shellshock.swell.cl/)
00:10:17	15352/15352	---M--	200	added ('OK')	image/png	etag:%2260089540-3bf8%22	https://tam-shellshock.swell.cl/favicon192.png	C:/Users/Maaz/Desktop/https___tam-shellshock.swell.cl/tam-shellshock.swell.cl/favicon192.png	(from https://tam-shellshock.swell.cl/)
00:10:18	1328/1328	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Mar%202021%2020:12:06%20GMT	https://tam-shellshock.swell.cl/favicon256.png	C:/Users/Maaz/Desktop/https___tam-shellshock.swell.cl/tam-shellshock.swell.cl/favicon256.png	(from https://tam-shellshock.swell.cl/)
00:10:18	1328/1328	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Mar%202021%2020:12:06%20GMT	https://tam-shellshock.swell.cl/GET	C:/Users/Maaz/Desktop/https___tam-shellshock.swell.cl/tam-shellshock.swell.cl/GET	(from https://tam-shellshock.swell.cl/)
00:10:19	1328/1328	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Mar%202021%2020:12:07%20GMT	https://tam-shellshock.swell.cl/parent	C:/Users/Maaz/Desktop/https___tam-shellshock.swell.cl/tam-shellshock.swell.cl/parent	(from https://tam-shellshock.swell.cl/)
00:10:20	28584/28584	---M--	200	added ('OK')	image/png	etag:%22604f91bc-6fa8%22	https://tam-shellshock.swell.cl/img/vip-club/vip-club-popup-emblem.png	C:/Users/Maaz/Desktop/https___tam-shellshock.swell.cl/tam-shellshock.swell.cl/img/vip-club/vip-club-popup-emblem.png	(from https://tam-shellshock.swell.cl/)
00:10:21	1592/1592	---M--	200	added ('OK')	image/png	etag:%2260089540-638%22	https://tam-shellshock.swell.cl/img/ico_goldenEgg.png	C:/Users/Maaz/Desktop/https___tam-shellshock.swell.cl/tam-shellshock.swell.cl/img/ico_goldenEgg.png	(from https://tam-shellshock.swell.cl/)
00:10:21	1328/1328	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Mar%202021%2020:12:09%20GMT	https://tam-shellshock.swell.cl/onebigstatic-tmm.tbt.mx/websocket/	C:/Users/Maaz/Desktop/https___tam-shellshock.swell.cl/tam-shellshock.swell.cl/onebigstatic-tmm.tbt.mx/websocket/index.html	(from https://tam-shellshock.swell.cl/)
00:10:21	1328/1328	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Mar%202021%2020:12:09%20GMT	https://tam-shellshock.swell.cl/thesuperstatic.gq/websocket/	C:/Users/Maaz/Desktop/https___tam-shellshock.swell.cl/tam-shellshock.swell.cl/thesuperstatic.gq/websocket/index.html	(from https://tam-shellshock.swell.cl/)
00:10:22	398/398	---M--	200	added ('OK')	image/svg+xml	etag:%2260089540-18e%22	https://tam-shellshock.swell.cl/img/controller/button_stickleft.svg	C:/Users/Maaz/Desktop/https___tam-shellshock.swell.cl/tam-shellshock.swell.cl/img/controller/button_stickleft.svg	(from https://tam-shellshock.swell.cl/)
00:10:22	398/398	---M--	200	added ('OK')	image/svg+xml	etag:%2260089540-18e%22	https://tam-shellshock.swell.cl/img/controller/button_stickright.svg	C:/Users/Maaz/Desktop/https___tam-shellshock.swell.cl/tam-shellshock.swell.cl/img/controller/button_stickright.svg	(from https://tam-shellshock.swell.cl/)
00:10:23	567/567	---M--	200	added ('OK')	image/svg+xml	etag:%2260089540-237%22	https://tam-shellshock.swell.cl/img/controller/button_dpadup.svg	C:/Users/Maaz/Desktop/https___tam-shellshock.swell.cl/tam-shellshock.swell.cl/img/controller/button_dpadup.svg	(from https://tam-shellshock.swell.cl/)
00:10:23	569/569	---M--	200	added ('OK')	image/svg+xml	etag:%2260089540-239%22	https://tam-shellshock.swell.cl/img/controller/button_dpaddown.svg	C:/Users/Maaz/Desktop/https___tam-shellshock.swell.cl/tam-shellshock.swell.cl/img/controller/button_dpaddown.svg	(from https://tam-shellshock.swell.cl/)
00:10:24	569/569	---M--	200	added ('OK')	image/svg+xml	etag:%2260089540-239%22	https://tam-shellshock.swell.cl/img/controller/button_dpadleft.svg	C:/Users/Maaz/Desktop/https___tam-shellshock.swell.cl/tam-shellshock.swell.cl/img/controller/button_dpadleft.svg	(from https://tam-shellshock.swell.cl/)
00:10:24	568/568	---M--	200	added ('OK')	image/svg+xml	etag:%2260089540-238%22	https://tam-shellshock.swell.cl/img/controller/button_dpadright.svg	C:/Users/Maaz/Desktop/https___tam-shellshock.swell.cl/tam-shellshock.swell.cl/img/controller/button_dpadright.svg	(from https://tam-shellshock.swell.cl/)
00:10:25	152/152	---M--	200	added ('OK')	image/svg+xml	etag:%2260089540-98%22	https://tam-shellshock.swell.cl/img/controller/button_circle.svg	C:/Users/Maaz/Desktop/https___tam-shellshock.swell.cl/tam-shellshock.swell.cl/img/controller/button_circle.svg	(from https://tam-shellshock.swell.cl/)
00:10:25	173/173	---M--	200	added ('OK')	image/svg+xml	etag:%2260089540-ad%22	https://tam-shellshock.swell.cl/img/controller/button_square.svg	C:/Users/Maaz/Desktop/https___tam-shellshock.swell.cl/tam-shellshock.swell.cl/img/controller/button_square.svg	(from https://tam-shellshock.swell.cl/)
00:10:26	158/158	---M--	200	added ('OK')	image/svg+xml	etag:%2260089540-9e%22	https://tam-shellshock.swell.cl/img/controller/button_triangle.svg	C:/Users/Maaz/Desktop/https___tam-shellshock.swell.cl/tam-shellshock.swell.cl/img/controller/button_triangle.svg	(from https://tam-shellshock.swell.cl/)
00:10:26	2407/2407	---M--	200	added ('OK')	image/png	etag:%2260089540-967%22	https://tam-shellshock.swell.cl/img/egg-shop-banner-left.png	C:/Users/Maaz/Desktop/https___tam-shellshock.swell.cl/tam-shellshock.swell.cl/img/egg-shop-banner-left.png	(from https://tam-shellshock.swell.cl/)
00:10:27	13482/13482	---M--	200	added ('OK')	image/png	etag:%22604f91bc-34aa%22	https://tam-shellshock.swell.cl/img/vip-club/vip-club-emblem-sm.png	C:/Users/Maaz/Desktop/https___tam-shellshock.swell.cl/tam-shellshock.swell.cl/img/vip-club/vip-club-emblem-sm.png	(from https://tam-shellshock.swell.cl/)
